0114	bookstore	本屋
0115	restaurant	レストラン
0116	supermarket	スーパーマーケット
0117	office	会社・オフィス
0118	hospital	病院
0119	park	公園・駐車する
0120	library	図書館
0121	street	通り
0122	shop	店
0123	shopping	買い物
0124	ticket	切符・チケット
0125	comic	マンガ
0126	doll	人形
0127	bag	かばん・バッグ
0128	camera	カメラ
0129	letter	手紙
0130	fishing	釣り
0131	song	歌
0132	house	家
0133	floor	床・階
0134	kitchen	台所
0135	room	部屋
0136	bath	浴室・風呂
0137	pet	ペット
0138	key	カギ
0139	sofa	ソファ
0140	bed	ベッド
0141	corner	角（かど・すみ）
0142	mirror	鏡
0143	garden	庭
0144	bench	ベンチ
0145	radio	ラジオ
0146	net	ネット・網
0147	basket	かご
0148	computer	コンピュータ
0149	Internet	インターネット
0150	robot	ロボット
0151	e-mail	Eメール
0152	phone	電話
0153	message	メッセージ・伝言
0154	time	時間
0155	morning	朝
0156	noon	正午
0157	evening	夕方
0158	night	夜
0159	dream	夢
0160	name	名前・名づける
0161	birthday	誕生日
0162	present	プレゼント・贈り物
0163	party	パーティー
0164	coin	コイン・硬貨
0165	money	お金
0166	center	中心・センター
0167	front	前面・正面
0168	game	試合・ゲーム
0169	movie	映画
0170	news	ニュース
0171	paper	紙・新聞
0172	story	物語・話
0173	page	ページ
0174	contest	コンテスト
0175	event	できごと・イベント
0176	music	音楽
0177	concert	コンサート
0178	band	バンド
0179	program	番組・プログラム
0180	dance	ダンス・踊り
0181	group	グループ・集団
0182	team	チーム
0183	number	数・番号
0184	half	半分・30分
0185	rule	ルール・規則・支配する
0186	goal	ゴール・目標
0187	fun	楽しみ
0188	future	将来・未来
0189	moment	瞬間
0190	change	変化
0191	LINE	LINE（ライン）
0192	SNS	Social Networking Serviceの略
0193	Wi-Fi	Wi-Fi（ワイファイ）
0194	smartphone	スマートフォン
0195	tweet	ツイートする（Twitterでつぶやく）
0196	post	投稿する
0197	flu	インフルエンザ
0198	hurricane	ハリケーン
0199	vocabulary	語彙
0200	grammar	文法
0201	surprised	驚いて
0202	excited	ワクワクして
0203	glad	うれしい
0204	happy	幸せな・うれしい
0205	free	自由な・暇な・無料の
0206	tired	疲れた
0207	many	たくさんの（数）
0208	much	たくさんの（量）
0209	few	（a fewで）少しの・2、3の
0210	little	少ない・小さい
0211	beautiful	美しい
0212	big	大きい
0213	large	大きい（サイズが）
0214	small	小さい
0215	afraid	怖がって
0216	quiet	静かな
0217	sick	気分が悪い
0218	left	左の
0219	right	右の・正しい
0220	strange	奇妙な
0221	interesting	おもしろい
0222	interested	興味を持った
0223	cute	かわいい
0224	bad	悪い
0225	good	よい・上手な
0226	poor	貧しい・かわいそうな
0227	rich	裕福な
0228	new	新しい
0229	young	若い
0230	old	古い・年をとった
0231	real	現実の・本当の
0232	international	国際的な
0233	special	特別の
0234	safe	安全な
0235	dangerous	危険な
0236	soft	柔らかな
0237	easy	簡単な
0238	difficult	難しい
0239	nice	すてきな
0240	favorite	一番好きな
0241	dark	暗い
0242	light	明るい・軽い
0243	heavy	重い
0244	expensive	高価な
0245	cheap	安い
0246	every	どの〜も・毎〜
0247	sad	悲しい
0248	same	同じ
0249	cool	涼しい・かっこいい
0250	warm	暖かい
0251	different	違った
0252	long	長い
0253	pretty	かわいい・きれいな
0254	hungry	空腹の
0255	thirsty	のどが渇いた
0256	last	この前の・最後の
0257	foreign	外国の
0258	next	次の
0259	no	1つも（まったく）〜ない
0260	popular	人気のある
0261	cold	冷たい・寒い
0262	hot	熱い・暑い
0263	busy	忙しい
0264	fast	速い
0265	slow	遅い
0266	quick	すばやい
0267	other	ほかの
0268	another	もう1つの・別の
0269	enough	十分な
0270	ill	病気の
0271	fine	晴れた・よい・元気な
0272	shocked	衝撃を受けて
0273	important	重要な
0274	high	高い
0275	low	低い・安い
0276	true	真実の・本当の
0277	full	いっぱいの
0278	wrong	間違った
0279	tall	（背が）高い
0280	short	短い・背が低い
0281	sorry	残念だ・気の毒で
0282	wonderful	すばらしい
0283	wet	ぬれた
0284	angry	怒って
0285	famous	有名な
0286	deep	深い
0287	dirty	汚い
0288	boring	退屈な
0289	strong	強い
0290	great	すばらしい（偉大な）
0291	horoscope	星座占い
0292	fortune	運勢
0293	Post-it	付箋
0294	fried rice	チャーハン
0295	housework	家事
0296	child raising	子育て
0297	nursery	保育園
0298	stomachache	腹痛
0299	headache	頭痛
0300	fever	熱
0301	soon	まもなく・すぐに
0302	anytime	いつでも
0303	anywhere	どこでも
0304	anyway	とにかく
0305	regularly	定期的に
0306	nowadays	最近（今ごろは）
0307	recently	最近（少し前から）
0308	instead	代わりに
0309	rather	むしろ・やや
0310	therefore	したがって
0311	else	そのほかに
0312	ahead	前へ
0313	hard	一生懸命に
0314	hardly	ほとんど〜ない
0315	scarcely	ほとんど〜ない（scarce）
0316	unfortunately	不運にも
0317	nearly	ほとんど
0318	also	〜もまた
0319	early	早く
0320	late	遅く
0321	very	とても
0322	too	〜すぎる・〜もまた
0323	so	とても・そんなに
0324	already	すでに・もう
0325	again	再び・また
0326	fluently	流ちょうに
0327	someday	いつか（未来の）
0328	anymore	もはや
0329	indeed	本当に
0330	likely	ありそうな
0331	suddenly	突然に
0332	once	一度・かつて
0333	twice	2度
0334	maybe	ひょっとしたら
0335	perhaps	たぶん
0336	probably	たぶん・おそらく
0337	sometime	いつか（ある時）
0338	together	一緒に
0339	always	いつも
0340	o'clock	〜時
0341	usually	ふつう・たいてい
0342	up	上へ
0343	down	下へ
0344	outside	外に［で・へ］
0345	inside	内側に・内部に
0346	yesterday	昨日は
0347	today	今日は
0348	tonight	今晩は
0349	tomorrow	明日は
0350	here	ここで［に・へ］
0351	there	そこで［に・へ］
0352	only	〜だけ・たった
0353	forward	前へ（look forward）
0354	please	どうぞ
0355	out	外で［に］
0356	not	〜でない
0357	alone	ひとりで
0358	upstairs	上の階へ
0359	abroad	海外へ［に］
0360	overseas	海外へ［に］（海を越えて）
0361	off	離れて（電源を切る）
0362	away	離れて（遠くへ）
0363	far	遠くに
0364	somehow	なんとかして
0365	somewhere	どこかで［に］
0366	everywhere	どこでも（every+where）
0367	gradually	徐々に
0368	just	ちょうど
0369	however	しかしながら
0370	straight	まっすぐに
0371	globally	世界的に
0372	ever	今までに
0373	never	決して〜ない
0374	especially	とりわけ・特に
0375	actually	実際は
0376	still	まだ
0377	often	しばしば
0378	even	〜でさえ
0379	aloud	声に出して
0380	now	今
0381	well	よく・上手に
0382	yet	（疑問文で）もう・（否定文で）まだ
0383	either	（否定文で）〜も（ない）
0384	certainly	確かに
0385	then	そのとき・そして・それならば
0386	sometimes	ときどき
0387	quite	かなり
0388	back	後ろへ
0389	home	家に
0390	forever	永遠に
0391	LED	LEDライト
0392	technique	技術
0393	brain	脳
0394	automatic	自動の
0395	AI	人工知能
0396	full-time	フルタイムの
0397	part-time	アルバイトの
0398	to-do list	やらないといけないことのリスト
0399	gender	（社会的・文化的に見た）性別
0400	laptop	ノートパソコン
0401	remember	思い出す・覚えている
0402	judge	判断する
0403	communicate	コミュニケーションをとる
0404	recycle	再利用する
0405	hurry	急ぐ
0406	smoke	タバコを吸う
0407	marry	結婚する
0408	drop	落ちる・落とす
0409	cry	泣く・叫ぶ
0410	touch	触れる
0411	visit	訪れる
0412	solve	解決する・解く
0413	join	参加する
0414	believe	信じる
0415	repeat	繰り返す
0416	explain	説明する
0417	destroy	破壊する
0418	prepare	準備する
0419	carry	運ぶ
0420	thank	感謝する
0421	spend	過ごす
0422	pay	支払う
0423	appear	現れる
0424	disappear	消える
0425	attend	出席する
0426	check	確認する
0427	catch	つかまえる
0428	release	解放する
0429	reach	届く・着く
0430	jump	ジャンプする・跳ぶ
0431	collect	集める
0432	cover	覆う
0433	bake	焼く
0434	enter	入る
0435	grow	育てる
0436	wish	望む・願う
0437	boil	ゆでる・沸かす
0438	lock	カギをかける
0439	forget	忘れる
0440	push	押す
0441	hit	打つ
0442	continue	続ける
0443	decide	決める
0444	understand	理解する
0445	win	勝ちとる
0446	kill	殺す
0447	support	支える
0448	mean	意味する
0449	happen	起こる
0450	put	置く
0451	build	建てる
0452	knock	ノックする
0453	notice	気づく
0454	worry	心配する
0455	miss	〜しそこなう・〜がいなくてさびしく思う
0456	waste	無駄にする
0457	brush	磨く
0458	discover	発見する
0459	ride	乗る
0460	wear	着ている
0461	wake	目を覚ます
0462	introduce	紹介する・導入する
0463	choose	選ぶ
0464	lift	持ち上げる
0465	cheer	励ます
0466	answer	答える
0467	hope	望む・願う（希望する）
0468	sell	売る
0469	welcome	歓迎する
0470	act	行う
0471	save	救う・蓄える
0472	borrow	借りる
0473	ring	（ベルや電話などが）鳴る
0474	pull	引く
0475	pick	つまむ
0476	climb	登る
0477	invite	招待する
0478	lead	導く
0479	wonder	不思議に思う
0480	lose	失う
0481	receive	受けとる
0482	fail	失敗する
0483	expect	予期する
0484	exchange	交換する
0485	hold	持つ・開催する
0486	throw	投げる
0487	surf	インターネットを見て回る
0488	shut	閉じる
0489	rise	昇る・上がる
0490	raise	上げる・育てる
0491	resource	資源
0492	reuse	再利用する（re+use）
0493	eco-friendly	環境に優しい
0494	recyclable	再利用可能な
0495	separate	分ける（分別する）
0496	degree	程度・度
0497	reduce	減らす
0498	trash	ごみ（ごみ箱のごみ）
0499	garbage	ごみ（家庭から出るごみ）
0500	dust	ちり
0501	fact	事実
0502	luck	運
0503	college	大学（単科大学）
0504	university	大学（総合大学）
0505	idea	考え
0506	job	仕事
0507	hobby	趣味
0508	company	会社・仲間
0509	art	芸術
0510	museum	博物館・美術館
0511	picture	写真・絵
0512	culture	文化
0513	country	国・いなか
0514	airport	空港
0515	tower	タワー・塔
0516	cafeteria	食堂
0517	pool	プール
0518	stadium	競技場
0519	beach	砂浜・浜辺
0520	weather	天気・天候
0521	cloud	雲
0522	north	北
0523	east	東
0524	south	南
0525	west	西
0526	trip	旅行・移動
0527	way	道・方法
0528	place	場所・置く
0529	breakfast	朝食
0530	lunch	昼食
0531	dinner	夕食
0532	chorus	合唱
0533	price	値段・価格
0534	information	情報
0535	dish	皿・料理
0536	sea	海
0537	backpack	リュックサック
0538	lady	婦人
0539	bridge	橋
0540	power	力
0541	tour	ツアー・旅行
0542	holiday	休日
0543	police	警察
0544	suit	スーツ
0545	suitcase	スーツケース
0546	lake	湖
0547	side	側・横
0548	part	部分
0549	earth	地球
0550	moon	月
0551	sun	太陽
0552	forest	森
0553	farm	農場
0554	dollar	ドル
0555	yen	（通貨の）円
0556	language	言語
0557	life	人生・生活・生命・生物
0558	size	サイズ・大きさ
0559	problem	問題
0560	question	質問
0561	example	例
0562	magazine	雑誌
0563	title	タイトル・題名
0564	album	アルバム
0565	photograph	写真
0566	umbrella	傘
0567	stamp	切手
0568	pair	1組・ペア
0569	year	年
0570	day	日
0571	top	頂上
0572	pond	池
0573	bank	銀行
0574	vacation	休暇
0575	air	空気・大気
0576	chance	機会・チャンス
0577	grade	学年
0578	word	単語・言葉
0579	plant	植物
0580	hour	時間（1時間）
0581	minute	分
0582	rocket	ロケット
0583	kind	種類・親切な
0584	toy	おもちゃ
0585	river	川
0586	stone	石
0587	thing	こと・もの
0588	stage	ステージ・段階
0589	shower	にわか雨
0590	mistake	間違い
0591	glacier	氷河
0592	solar	太陽の
0593	tropical	熱帯の
0594	island	島
0595	continent	大陸
0596	replace	取りかえる
0597	effect	結果・効果・影響
0598	shortage	不足
0599	Celsius	摂氏
0600	Fahrenheit	華氏
0601	delicious	おいしい
0602	asleep	眠って
0603	elementary	初歩の
0604	junior	年下の
0605	senior	年上の
0606	serious	深刻な・本気の
0607	helpful	役立つ
0608	excellent	すばらしい（excel）
0609	direct	直接の
0610	fresh	新鮮な
0611	major	主要な（メジャーな）
0612	comfortable	快適な
0613	normal	ふつうの
0614	unique	独特の
0615	rare	まれな
0616	wild	野生の
0617	terrible	ひどい
0618	smart	賢い
0619	own	自分自身の・所有する
0620	public	公共の
0621	necessary	必要な
0622	sweet	甘い
0623	total	全部の
0624	clear	きれいな
0625	rough	おおざっぱな
0626	nervous	緊張している
0627	honest	正直な
0628	final	最後の
0629	possible	可能な・可能性がある
0630	impossible	不可能な
0631	digital	デジタルの
0632	common	共通の・ふつうの
0633	rude	失礼な
0634	thick	厚い
0635	thin	薄い・やせた
0636	online	オンラインの
0637	giant	巨大な（巨人のような）
0638	flat	平らな
0639	independent	独立した
0640	native	母国の
0641	careful	注意深い
0642	foolish	愚かな
0643	pale	（顔などが）青白い
0644	attractive	魅力的な
0645	tough	丈夫な・骨の折れる
0646	crowded	混み合った
0647	perfect	完璧な
0648	positive	積極的な・自信のある
0649	intelligent	知能の高い
0650	empty	空の
0651	tiny	小さな
0652	huge	巨大な
0653	proud	誇りを持った
0654	simple	簡単な・単純な
0655	bright	明るい・頭がよい
0656	primary	最初の・重要な
0657	several	いくつかの
0658	shy	恥ずかしがりやの
0659	dead	死んでいる
0660	equal	平等の
0661	loud	（声・音が）大きい
0662	electric	電気の
0663	social	社会の
0664	correct	正しい
0665	wide	（幅の）広い
0666	narrow	狭い
0667	familiar	よく知っている・よく知られている
0668	basic	基礎的な
0669	individual	個別の
0670	strict	厳しい
0671	exact	正確な
0672	whole	全体の
0673	stupid	ばかな・愚かな
0674	private	プライベートの
0675	crazy	気が狂った・夢中である
0676	main	主な
0677	extra	余分な・必要以上の
0678	fair	公平な
0679	precious	貴重な
0680	modern	現代の
0681	sure	確かな・確信している
0682	daily	毎日の・日常の
0683	such	そのような
0684	absent	欠席して
0685	pure	純粋な・きれいな
0686	sharp	鋭い
0687	fantastic	すばらしい（空想的な）
0688	polite	礼儀正しい・丁寧な
0689	clever	賢い（クレバーな）
0690	brave	勇敢な
0691	age	年をとる・年齢・時代
0692	aging society	高齢化社会
0693	elderly	年配の
0694	generation	世代
0695	local	地元の
0696	community	地域社会
0697	barrier	障害
0698	wheelchair	車いす
0699	slope	坂・スロープ
0700	design	デザイン
0701	succeed	成功する
0702	create	創造する
0703	graduate	卒業する
0704	dry	乾かす
0705	fight	戦う
0706	respect	尊敬する
0707	pack	詰める
0708	share	共有する・分ける
0709	escape	逃げる
0710	increase	増える
0711	approach	近づく・接近する
0712	shake	振る・握る
0713	reply	返事をする
0714	develop	発展させる・開発する
0715	discuss	話し合う
0716	advise	忠告する
0717	press	押す（上から強く）
0718	deliver	配達する
0719	remind	思い出させる
0720	relax	リラックスさせる
0721	fix	固定する・修理する
0722	kick	ける
0723	spread	広がる・広げる
0724	search	探す・捜索する
0725	follow	追う
0726	hunt	狩りをする
0727	complete	完成させる
0728	fit	合う
0729	offer	提供する・申し出る
0730	guess	推測する・思う
0731	produce	生産する
0732	satisfy	満足させる
0733	measure	測定する
0734	count	数える
0735	select	選択する
0736	burn	燃える・燃やす
0737	translate	翻訳する
0738	respond	答える
0739	suggest	提案する・暗示する
0740	assist	手伝う
0741	retire	退職する
0742	educate	教育する
0743	examine	調べる・試験する
0744	chase	追いかける
0745	express	表現する
0746	add	加える
0747	allow	許す
0748	prefer	好きだ
0749	apply	申し込む
0750	treat	扱う・治療する
0751	seem	〜のように思われる
0752	injure	負傷させる
0753	attack	襲う・攻撃する
0754	encourage	励ます・勧める
0755	import	輸入する
0756	export	輸出する
0757	trade	貿易する
0758	sweep	掃く
0759	earn	稼ぐ
0760	hide	隠す
0761	cause	引き起こす
0762	hurt	傷つける
0763	belong	属する
0764	surround	囲む
0765	improve	向上させる・改善する
0766	arrange	整える・取り決める
0767	supply	与える・供給する
0768	prove	証明する
0769	remove	取り除く
0770	remain	〜のままである
0771	fill	満たす
0772	lie	横になる・いる・ある
0773	lay	置く・横にする
0774	feed	食事（エサ）を与える
0775	steal	盗む
0776	greet	挨拶する
0777	rent	賃借りする・賃貸しする
0778	suffer	苦しむ
0779	let	〜するのを許す・させる
0780	manage	経営する・管理する
0781	pollute	汚染する
0782	fold	折りたたむ
0783	compare	比べる・比較する
0784	shout	叫ぶ
0785	forgive	許す（許しを与える）
0786	complain	不平をいう
0787	connect	つなぐ
0788	repair	修理する
0789	bow	おじぎをする
0790	mind	気にする
0791	Olympic	オリンピック
0792	traditional	伝統的な・従来の
0793	various	様々な
0794	postcard	（絵）はがき
0795	almost	ほとんど（もう少しで）
0796	perform	行う
0797	mild	穏やかな
0798	humidity	湿度
0799	prefecture	県
0800	manga	マンガ（日本の漫画）
0801	festival	祭り
0802	people	人々
0803	rock	岩・（音楽の）ロック
0804	diary	日記
0805	dictionary	辞書
0806	business	仕事・事業
0807	meeting	会議・ミーティング
0808	project	計画・プロジェクト
0809	interview	面接・インタビュー
0810	skill	技術（スキル）
0811	department	部門・売り場
0812	note	メモ
0813	control	支配・制御・支配する・制御する
0814	theater	劇場・映画館
0815	gym	体育館
0816	tournament	トーナメント
0817	prize	賞
0818	result	結果
0819	health	健康
0820	schedule	スケジュール
0821	flight	飛行・便
0822	passport	パスポート
0823	address	住所
0824	silence	静寂・沈黙
0825	secret	秘密・秘訣
0826	matter	事柄・問題
0827	reason	理由
0828	gift	贈り物・才能
0829	quiz	クイズ・小テスト
0830	sheet	1枚の紙・シーツ
0831	copy	コピー・（本の）1冊
0832	opinion	意見
0833	presentation	プレゼンテーション・発表
0834	purpose	目的
0835	voice	声
0836	ceremony	儀式（セレモニー）
0837	joke	冗談
0838	medicine	薬
0839	promise	約束
0840	shape	形
0841	human	人間
0842	gesture	ジェスチャー・身振り
0843	tie	ネクタイ
0844	cloth	布
0845	date	日付・デート
0846	rose	バラ
0847	license	免許（証）
0848	service	接客・対応
0849	meal	食事
0850	menu	メニュー
0851	gas	ガス・ガソリン
0852	tool	道具
0853	system	システム・制度
0854	medium	中間（サイズのM）
0855	audience	聴衆・観客
0856	fire	火・火事
0857	oil	石油・油
0858	trouble	心配・困難
0859	style	スタイル・様式
0860	dessert	デザート
0861	roof	屋根
0862	war	戦争
0863	challenge	挑戦・難題
0864	century	世紀
0865	fridge	冷蔵庫
0866	experience	経験
0867	award	賞（アワード）
0868	course	進路・コース
0869	noise	騒音
0870	factory	工場
0871	hill	丘
0872	view	眺め・見方
0873	heaven	天国
0874	lesson	レッスン
0875	plan	計画
0876	step	階段・足元
0877	report	報告書
0878	hole	穴
0879	grass	草
0880	field	野原・田畑・広場
0881	novel	小説
0882	purse	財布
0883	hall	ホール・廊下
0884	essay	エッセー・随筆
0885	leaf	葉
0886	castle	城
0887	memory	記憶
0888	circle	円
0889	peace	平和
0890	space	場所・宇宙
0891	nuclear	核の
0892	fuel	燃料
0893	atomic	原子の
0894	atmosphere	大気
0895	acid rain	酸性雨
0896	plastic	プラスチック
0897	damage	損害・被害
0898	protect	守る・保護する
0899	preserve	保存する
0900	care	世話
0901	will	〜する（つもりだ）
0902	can	〜できる・ありえる
0903	must	〜しなければならない・〜にちがいない
0904	may	〜してもよい・〜かもしれない
0905	should	〜すべきだ
0906	shall	（Shall we[I]〜?で）〜しましょうか?
0907	could	〜できた・（Could you〜?で）〜してもらえませんか?
0908	would	〜だろう
0909	what	何
0910	who	だれ
0911	whose	だれの（もの）
0912	why	なぜ
0913	where	どこで［へ］
0914	how	どのように
0915	which	どちら
0916	and	そして・そうすれば
0917	or	または・さもないと
0918	but	しかし
0919	so	〜だから…・とても
0920	when	svするとき・いつ
0921	if sv	もしsvするならば
0922	because sv	svするので
0923	before sv	svする前に・〜の前に
0924	after sv	svした後に・〜の後に
0925	while sv	svする間
0926	though[although]sv	svするけれども
0927	till[until]sv	svするまで（ずっと）・〜まで（ずっと）
0928	as soon as sv	svするとすぐに
0929	about	〜について・およそ
0930	without	〜なしで
0931	through	〜を通して
0932	over	〜の上に
0933	under	〜の下に
0934	since	〜以来
0935	during	〜の間
0936	near	〜の近くに
0937	into	〜の中へ
0938	between	（AとB）の間で
0939	against	〜に対して・〜に反対して
0940	behind	〜の後ろに
0941	along	〜に沿って
0942	across	〜を横切って
0943	as	〜として・svするように
0944	among	〜の間で
0945	all	全部・すべての
0946	some	いくつか・いくつかの
0947	each	それぞれ・それぞれの
0948	any	（肯定文で）どんな〜でも・（否定文で）まったく〜ない・（疑問文で）いくらかの
0949	traffic	交通
0950	environment	環境
0951	climate	気候
0952	temperature	温度
0953	influence	影響
0954	planet	惑星
0955	nature	自然
0956	land	土地
0957	sight	視力・視界・景色
0958	earthquake	地震
0959	desert	砂漠
0960	flood	洪水
0961	nation	国家
0962	government	政府
0963	law	法律
0964	population	人口
0965	custom	習慣
0966	manner	マナー（作法）・方法
0967	religion	宗教
0968	symbol	シンボル（象徴）
0969	value	価値
0970	quality	品質
0971	average	平均
0972	middle	中間（真ん中）
0973	bottom	底
0974	advantage	有利
0975	energy	エネルギー
0976	apartment	アパート・マンション
0977	furniture	家具一式
0978	instrument	楽器・道具
0979	condition	条件・状態
0980	experiment	実験
0981	pain	痛み
0982	treasure	宝物
0983	breath	呼吸
0984	distance	距離
0985	sign	目印
0986	scene	場面・場所
0987	effort	努力
0988	knowledge	知識
0989	topic	話題
0990	sense	感覚
0991	agree	同意する
0992	disagree	反対する
0993	fat	脂肪・太った
0994	impress	印象を与える
0995	convenient	便利な
0996	recommend	推薦する
0997	excuse	許す
0998	spicy	ピリッとした
0999	sour	すっぱい
1000	yummy	おいしい（子ども向け）
